page,locus,paragraph,line_in_paragraph,word_index_in_line,word,class,state_1,state_2,output,depth_after_output,word_length,terminates
f7v,f7v.5,7,5,2,qotchy,INTERNAL,t,ch,y,5,5,1
f7v,f7v.5,7,5,3,cheey,BOUNDARY,y,SPACE,ch,1,4,0
f7v,f7v.5,7,5,3,cheey,SECOND,SPACE,ch,e,2,4,0
f7v,f7v.5,7,5,3,cheey,INTERNAL,ch,e,e,3,4,0
f7v,f7v.5,7,5,3,cheey,INTERNAL,e,e,y,4,4,1
f7v,f7v.5,7,5,4,tcheey,BOUNDARY,y,SPACE,t,1,5,0
f7v,f7v.5,7,5,4,tcheey,SECOND,SPACE,t,ch,2,5,0
f7v,f7v.5,7,5,4,tcheey,INTERNAL,t,ch,e,3,5,0
f7v,f7v.5,7,5,4,tcheey,INTERNAL,ch,e,e,4,5,0
f7v,f7v.5,7,5,4,tcheey,INTERNAL,e,e,y,5,5,1
f7v,f7v.6,8,1,1,kchor,START,PARAGRAPH_START,PARAGRAPH_START,k,1,4,0
f7v,f7v.6,8,1,1,kchor,SECOND,SPACE,k,ch,2,4,0
f7v,f7v.6,8,1,1,kchor,INTERNAL,k,ch,o,3,4,0
f7v,f7v.6,8,1,1,kchor,INTERNAL,ch,o,r,4,4,1
f7v,f7v.6,8,1,2,sheod,BOUNDARY,r,SPACE,sh,1,4,0
f7v,f7v.6,8,1,2,sheod,SECOND,SPACE,sh,e,2,4,0
f7v,f7v.6,8,1,2,sheod,INTERNAL,sh,e,o,3,4,0
f7v,f7v.6,8,1,2,sheod,INTERNAL,e,o,d,4,4,1
f7v,f7v.6,8,1,3,sheodaiin,BOUNDARY,d,SPACE,sh,1,8,0
f7v,f7v.6,8,1,3,sheodaiin,SECOND,SPACE,sh,e,2,8,0
f7v,f7v.6,8,1,3,sheodaiin,INTERNAL,sh,e,o,3,8,0
f7v,f7v.6,8,1,3,sheodaiin,INTERNAL,e,o,d,4,8,0
f7v,f7v.6,8,1,3,sheodaiin,INTERNAL,o,d,a,5,8,0
f7v,f7v.6,8,1,3,sheodaiin,INTERNAL,d,a,i,6,8,0
f7v,f7v.6,8,1,3,sheodaiin,INTERNAL,a,i,i,7,8,0
f7v,f7v.6,8,1,3,sheodaiin,INTERNAL,i,i,n,8,8,1
f7v,f7v.6,8,1,4,sho,BOUNDARY,n,SPACE,sh,1,2,0
f7v,f7v.6,8,1,4,sho,SECOND,SPACE,sh,o,2,2,1
f7v,f7v.6,8,1,5,daiin,BOUNDARY,o,SPACE,d,1,5,0
f7v,f7v.6,8,1,5,daiin,SECOND,SPACE,d,a,2,5,0
f7v,f7v.6,8,1,5,daiin,INTERNAL,d,a,i,3,5,0
f7v,f7v.6,8,1,5,daiin,INTERNAL,a,i,i,4,5,0
f7v,f7v.6,8,1,5,daiin,INTERNAL,i,i,n,5,5,1
f7v,f7v.6,8,1,6,oksho,BOUNDARY,n,SPACE,o,1,4,0
f7v,f7v.6,8,1,6,oksho,SECOND,SPACE,o,k,2,4,0
f7v,f7v.6,8,1,6,oksho,INTERNAL,o,k,sh,3,4,0
f7v,f7v.6,8,1,6,oksho,INTERNAL,k,sh,o,4,4,1
f7v,f7v.6,8,1,7,lshol,BOUNDARY,o,SPACE,l,1,4,0
f7v,f7v.6,8,1,7,lshol,SECOND,SPACE,l,sh,2,4,0
f7v,f7v.6,8,1,7,lshol,INTERNAL,l,sh,o,3,4,0
f7v,f7v.6,8,1,7,lshol,INTERNAL,sh,o,l,4,4,1
f7v,f7v.6,8,1,8,dair,BOUNDARY,l,SPACE,d,1,4,0
f7v,f7v.6,8,1,8,dair,SECOND,SPACE,d,a,2,4,0
f7v,f7v.6,8,1,8,dair,INTERNAL,d,a,i,3,4,0
f7v,f7v.6,8,1,8,dair,INTERNAL,a,i,r,4,4,1
f7v,f7v.6,8,1,9,qos,BOUNDARY,r,SPACE,q,1,3,0
f7v,f7v.6,8,1,9,qos,SECOND,SPACE,q,o,2,3,0
f7v,f7v.6,8,1,9,qos,INTERNAL,q,o,s,3,3,1
f7v,f7v.7,8,2,1,chorcheor,RESTART,SPACE,SPACE,ch,1,7,0
f7v,f7v.7,8,2,1,chorcheor,SECOND,SPACE,ch,o,2,7,0
f7v,f7v.7,8,2,1,chorcheor,INTERNAL,ch,o,r,3,7,0
f7v,f7v.7,8,2,1,chorcheor,INTERNAL,o,r,ch,4,7,0
f7v,f7v.7,8,2,1,chorcheor,INTERNAL,r,ch,e,5,7,0
f7v,f7v.7,8,2,1,chorcheor,INTERNAL,ch,e,o,6,7,0
f7v,f7v.7,8,2,1,chorcheor,INTERNAL,e,o,r,7,7,1
f7v,f7v.7,8,2,2,odaiin,BOUNDARY,r,SPACE,o,1,6,0
f7v,f7v.7,8,2,2,odaiin,SECOND,SPACE,o,d,2,6,0
f7v,f7v.7,8,2,2,odaiin,INTERNAL,o,d,a,3,6,0
f7v,f7v.7,8,2,2,odaiin,INTERNAL,d,a,i,4,6,0
f7v,f7v.7,8,2,2,odaiin,INTERNAL,a,i,i,5,6,0
f7v,f7v.7,8,2,2,odaiin,INTERNAL,i,i,n,6,6,1
f7v,f7v.7,8,2,3,dol,BOUNDARY,n,SPACE,d,1,3,0
f7v,f7v.7,8,2,3,dol,SECOND,SPACE,d,o,2,3,0
f7v,f7v.7,8,2,3,dol,INTERNAL,d,o,l,3,3,1
f7v,f7v.7,8,2,4,dol,BOUNDARY,l,SPACE,d,1,3,0
f7v,f7v.7,8,2,4,dol,SECOND,SPACE,d,o,2,3,0
f7v,f7v.7,8,2,4,dol,INTERNAL,d,o,l,3,3,1
f7v,f7v.7,8,2,5,dor,BOUNDARY,l,SPACE,d,1,3,0
f7v,f7v.7,8,2,5,dor,SECOND,SPACE,d,o,2,3,0
f7v,f7v.7,8,2,5,dor,INTERNAL,d,o,r,3,3,1
f7v,f7v.7,8,2,6,aiin,BOUNDARY,r,SPACE,a,1,4,0
f7v,f7v.7,8,2,6,aiin,SECOND,SPACE,a,i,2,4,0
f7v,f7v.7,8,2,6,aiin,INTERNAL,a,i,i,3,4,0
f7v,f7v.7,8,2,6,aiin,INTERNAL,i,i,n,4,4,1
f7v,f7v.8,8,3,1,qoteeeo,RESTART,SPACE,SPACE,q,1,7,0
f7v,f7v.8,8,3,1,qoteeeo,SECOND,SPACE,q,o,2,7,0
f7v,f7v.8,8,3,1,qoteeeo,INTERNAL,q,o,t,3,7,0
f7v,f7v.8,8,3,1,qoteeeo,INTERNAL,o,t,e,4,7,0
f7v,f7v.8,8,3,1,qoteeeo,INTERNAL,t,e,e,5,7,0
f7v,f7v.8,8,3,1,qoteeeo,INTERNAL,e,e,e,6,7,0
f7v,f7v.8,8,3,1,qoteeeo,INTERNAL,e,e,o,7,7,1
f7v,f7v.8,8,3,2,r,BOUNDARY,o,SPACE,r,1,1,1
f7v,f7v.8,8,3,3,cho,BOUNDARY,r,SPACE,ch,1,2,0
f7v,f7v.8,8,3,3,cho,SECOND,SPACE,ch,o,2,2,1
f7v,f7v.8,8,3,4,cheeody,BOUNDARY,o,SPACE,ch,1,6,0
f7v,f7v.8,8,3,4,cheeody,SECOND,SPACE,ch,e,2,6,0
f7v,f7v.8,8,3,4,cheeody,INTERNAL,ch,e,e,3,6,0
f7v,f7v.8,8,3,4,cheeody,INTERNAL,e,e,o,4,6,0
f7v,f7v.8,8,3,4,cheeody,INTERNAL,e,o,d,5,6,0
f7v,f7v.8,8,3,4,cheeody,INTERNAL,o,d,y,6,6,1
f7v,f7v.8,8,3,5,qotchey,BOUNDARY,y,SPACE,q,1,6,0
f7v,f7v.8,8,3,5,qotchey,SECOND,SPACE,q,o,2,6,0
f7v,f7v.8,8,3,5,qotchey,INTERNAL,q,o,t,3,6,0
f7v,f7v.8,8,3,5,qotchey,INTERNAL,o,t,ch,4,6,0
f7v,f7v.8,8,3,5,qotchey,INTERNAL,t,ch,e,5,6,0
f7v,f7v.8,8,3,5,qotchey,INTERNAL,ch,e,y,6,6,1
f7v,f7v.8,8,3,6,tey,BOUNDARY,y,SPACE,t,1,3,0
f7v,f7v.8,8,3,6,tey,SECOND,SPACE,t,e,2,3,0
f7v,f7v.8,8,3,6,tey,INTERNAL,t,e,y,3,3,1
f7v,f7v.8,8,3,7,o,BOUNDARY,y,SPACE,o,1,1,1
f7v,f7v.8,8,3,8,kcho,BOUNDARY,o,SPACE,k,1,3,0
f7v,f7v.8,8,3,8,kcho,SECOND,SPACE,k,ch,2,3,0
f7v,f7v.8,8,3,8,kcho,INTERNAL,k,ch,o,3,3,1
f7v,f7v.8,8,3,9,r,BOUNDARY,o,SPACE,r,1,1,1
f7v,f7v.8,8,3,10,daiin,BOUNDARY,r,SPACE,d,1,5,0
f7v,f7v.8,8,3,10,daiin,SECOND,SPACE,d,a,2,5,0
f7v,f7v.8,8,3,10,daiin,INTERNAL,d,a,i,3,5,0
f7v,f7v.8,8,3,10,daiin,INTERNAL,a,i,i,4,5,0
f7v,f7v.8,8,3,10,daiin,INTERNAL,i,i,n,5,5,1
f7v,f7v.9,8,4,1,sho,RESTART,SPACE,SPACE,sh,1,2,0
f7v,f7v.9,8,4,1,sho,SECOND,SPACE,sh,o,2,2,1
f7v,f7v.9,8,4,2,keeo,BOUNDARY,o,SPACE,k,1,4,0
f7v,f7v.9,8,4,2,keeo,SECOND,SPACE,k,e,2,4,0
f7v,f7v.9,8,4,2,keeo,INTERNAL,k,e,e,3,4,0
f7v,f7v.9,8,4,2,keeo,INTERNAL,e,e,o,4,4,1
f7v,f7v.9,8,4,3,daiir,BOUNDARY,o,SPACE,d,1,5,0
f7v,f7v.9,8,4,3,daiir,SECOND,SPACE,d,a,2,5,0
f7v,f7v.9,8,4,3,daiir,INTERNAL,d,a,i,3,5,0
f7v,f7v.9,8,4,3,daiir,INTERNAL,a,i,i,4,5,0
f7v,f7v.9,8,4,3,daiir,INTERNAL,i,i,r,5,5,1
f7v,f7v.9,8,4,4,chokchy,BOUNDARY,r,SPACE,ch,1,5,0
f7v,f7v.9,8,4,4,chokchy,SECOND,SPACE,ch,o,2,5,0
f7v,f7v.9,8,4,4,chokchy,INTERNAL,ch,o,k,3,5,0
f7v,f7v.9,8,4,4,chokchy,INTERNAL,o,k,ch,4,5,0
f7v,f7v.9,8,4,4,chokchy,INTERNAL,k,ch,y,5,5,1
f7v,f7v.9,8,4,5,dor,BOUNDARY,y,SPACE,d,1,3,0
f7v,f7v.9,8,4,5,dor,SECOND,SPACE,d,o,2,3,0
f7v,f7v.9,8,4,5,dor,INTERNAL,d,o,r,3,3,1
f7v,f7v.9,8,4,6,deol,BOUNDARY,r,SPACE,d,1,4,0
f7v,f7v.9,8,4,6,deol,SECOND,SPACE,d,e,2,4,0
f7v,f7v.9,8,4,6,deol,INTERNAL,d,e,o,3,4,0
f7v,f7v.9,8,4,6,deol,INTERNAL,e,o,l,4,4,1
f7v,f7v.9,8,4,7,dy,BOUNDARY,l,SPACE,d,1,2,0
f7v,f7v.9,8,4,7,dy,SECOND,SPACE,d,y,2,2,1
f7v,f7v.9,8,4,8,dol,BOUNDARY,y,SPACE,d,1,3,0
f7v,f7v.9,8,4,8,dol,SECOND,SPACE,d,o,2,3,0
f7v,f7v.9,8,4,8,dol,INTERNAL,d,o,l,3,3,1
f7v,f7v.9,8,4,9,daiin,BOUNDARY,l,SPACE,d,1,5,0
f7v,f7v.9,8,4,9,daiin,SECOND,SPACE,d,a,2,5,0
f7v,f7v.9,8,4,9,daiin,INTERNAL,d,a,i,3,5,0
f7v,f7v.9,8,4,9,daiin,INTERNAL,a,i,i,4,5,0
f7v,f7v.9,8,4,9,daiin,INTERNAL,i,i,n,5,5,1
