run,word_types,hapax_legomena,mean_word_length,word_length_sd,one_character_rate,eight_plus_rate,bigram_jsd,trigram_jsd,word_boundary_jsd,paragraph_start_gallows,neutral_restart_gallows,dead_ends
39,181.0,122.0,3.861952861952862,1.6178092050797062,0.06734006734006734,0.010101010101010102,0.038273271855667416,0.10847438810617009,0.1056185293441396,1.0,0.0,0.0
40,183.0,125.0,3.9663299663299663,1.6531403639253968,0.04713804713804714,0.010101010101010102,0.04401482208137885,0.10715702409358871,0.14853848904234693,1.0,0.03125,0.0
41,211.0,155.0,4.377104377104377,1.5846106594262745,0.03367003367003367,0.006734006734006734,0.04246101628296515,0.10634010061240004,0.11554894482884909,1.0,0.03125,0.0
42,198.0,148.0,4.127946127946128,1.6647848438228832,0.04040404040404041,0.006734006734006734,0.042858333511935354,0.11073833634266084,0.09843804612430293,1.0,0.03125,0.0
43,189.0,128.0,4.0033670033670035,1.6007117871677863,0.037037037037037035,0.010101010101010102,0.03621503518708306,0.10666071137635694,0.09596096923544564,1.0,0.0625,0.0
44,189.0,138.0,4.047138047138047,1.654847045878486,0.04713804713804714,0.013468013468013467,0.03929954886272617,0.11016984099619272,0.12617795981058155,1.0,0.0625,0.0
45,191.0,140.0,4.063973063973064,1.6368900789569172,0.04040404040404041,0.013468013468013467,0.03655507403099331,0.10561526064555811,0.10949910210050635,1.0,0.0,0.0
46,178.0,123.0,3.919191919191919,1.6018303987834315,0.04713804713804714,0.006734006734006734,0.04488437172344613,0.10913122592871852,0.12531014484091108,1.0,0.03125,0.0
47,179.0,122.0,4.063973063973064,1.689524579777328,0.04040404040404041,0.020202020202020204,0.0396296214531005,0.10639298870365503,0.09526744034251493,1.0,0.0,0.0
48,194.0,134.0,4.181818181818182,1.5722571843724662,0.020202020202020204,0.010101010101010102,0.04112380352290843,0.11058773617164394,0.10871714659638951,1.0,0.0,0.0
49,191.0,137.0,4.047138047138047,1.6198890797751053,0.04377104377104377,0.013468013468013467,0.047281397056114595,0.11658730471520978,0.12684514696809862,1.0,0.0,0.0
50,182.0,133.0,3.8383838383838382,1.6041218206953791,0.05387205387205387,0.006734006734006734,0.041559009709620204,0.1157433644168982,0.10086558748512864,1.0,0.03125,0.0
51,171.0,112.0,3.7777777777777777,1.6094557849413749,0.05387205387205387,0.003367003367003367,0.0480308694742111,0.11402699802080482,0.10266355746410374,1.0,0.0625,0.0
52,182.0,133.0,3.9797979797979797,1.6614856723193607,0.05387205387205387,0.016835016835016835,0.03205493083416541,0.10056204071999233,0.09069383906867587,1.0,0.03125,0.0
53,200.0,149.0,4.127946127946128,1.5945382865475988,0.037037037037037035,0.013468013468013467,0.039687598637432736,0.10869386535156988,0.11802118326663341,1.0,0.03125,0.0
54,192.0,148.0,3.962962962962963,1.635663759656976,0.04713804713804714,0.013468013468013467,0.03712239614784984,0.09257877304333233,0.14327417725535355,1.0,0.0625,0.0
55,193.0,131.0,4.074074074074074,1.5001350897310297,0.04040404040404041,0.006734006734006734,0.043232521645132714,0.11268735985334237,0.13360363295268346,1.0,0.03125,0.0
56,181.0,128.0,3.9797979797979797,1.528493446201224,0.04040404040404041,0.006734006734006734,0.039401825177989715,0.10445367713270826,0.08246773683226682,1.0,0.03125,0.0
57,188.0,138.0,3.942760942760943,1.6677036531824736,0.06397306397306397,0.010101010101010102,0.029893282961953427,0.08562060576856143,0.10154810245645621,1.0,0.0,0.0
58,193.0,137.0,4.262626262626263,1.6932378398222434,0.04377104377104377,0.013468013468013467,0.04178370662459855,0.10511396142436502,0.12018322254359476,1.0,0.0,0.0
59,190.0,136.0,3.993265993265993,1.612228660109944,0.06060606060606061,0.006734006734006734,0.034628565567937246,0.11204497796358585,0.13643043571581812,1.0,0.03125,0.0
60,182.0,129.0,3.946127946127946,1.617598968020265,0.04377104377104377,0.010101010101010102,0.04478041958383653,0.11150244787506365,0.09340159509793092,1.0,0.03125,0.0
